96633, 4, 0
97238, 2, 1
97238, 4, 1
97923, 2, 0
97923, 4, 0
98608, 4, 1
98688, 4, 0
98950, 4, 1
99030, 4, 0
99292, 4, 1
99372, 4, 0
99635, 4, 1
99715, 4, 0
99977, 2, 1
100057, 2, 0
100320, 2, 1
100400, 2, 0
100662, 2, 1
100742, 2, 0
101004, 2, 1
101084, 2, 0
101347, 4, 1
101427, 4, 0
101689, 4, 1
101769, 4, 0
102031, 4, 1
102111, 4, 0
102374, 4, 1
102454, 4, 0
102716, 2, 1
102796, 2, 0
103059, 2, 1
103139, 2, 0
103401, 2, 1
103481, 2, 0
103743, 2, 1
103823, 2, 0
104086, 5, 1
104166, 5, 0
104771, 1, 1
104851, 1, 0
105455, 5, 1
105535, 5, 0
106825, 1, 1
106825, 5, 1
106905, 1, 0
106905, 5, 0
108194, 1, 1
108194, 5, 1
108274, 1, 0
108274, 5, 0
109564, 1, 1
109564, 5, 1
109644, 1, 0
109644, 5, 0
110934, 1, 1
110934, 5, 1
111014, 1, 0
111014, 5, 0
112303, 3, 1
112383, 3, 0
112646, 3, 1
112726, 3, 0
112988, 3, 1
113068, 3, 0
113501, 2, 1
113501, 4, 1
118466, 2, 0
118466, 4, 0
